,Unnamed: 0,results,wind,athlete,birth_year,nationality,race,place,venue,date,rs
35,35,10.14,0.1,Rohan BROWNING,97,AUS,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,1159
36,36,10.15,0.5,Jerome BLAKE,95,CAN,F,1.0,"Olympiastadion, Stockholm (SWE)",4.07,1155
37,37,10.15,0.3,Fred KERLEY,95,USA,F,6.0,"Stade Louis II, Monaco (MON)",9.07,1155
38,38,10.15,0.6,Méba Mickaël ZEZE,94,FRA,F,2.0,"Stade Charléty, Paris (FRA)",28.08,1155
39,39,10.15,0.2,Jerome BLAKE,95,CAN,F,2.0,"Stadio Quercia, Rovereto (ITA)",31.08,1155
40,40,10.16,-0.1,Emmanuel MATADI,91,LBR,F,3.0,"Stadio Luigi Ridolfi, Firenze (ITA)",10.06,1152
41,41,10.16,-0.1,Yupun ABEYKOON,94,SRI,F,4.0,"Stadio Luigi Ridolfi, Firenze (ITA)",10.06,1152
42,42,10.16,0.5,Mouhamadou FALL,92,FRA,F,2.0,"Olympiastadion, Stockholm (SWE)",4.07,1152
43,43,10.17,0.3,Filippo TORTU,98,ITA,F,7.0,"Stade Louis II, Monaco (MON)",9.07,1148
44,44,10.17,0.4,Michael RODGERS,85,USA,F,6.0,"International Stadium, Gateshead (GBR)",13.07,1148
45,45,10.17,0.7,Arthur CISSÉ,96,CIV,F,3.0,"Stade Charléty, Paris (FRA)",28.08,1148
46,46,10.18,-0.8,Aaron BROWN,92,CAN,F,5.0,"Olympiastadion, Stockholm (SWE)",4.07,1149
47,47,10.18,-0.8,Jerome BLAKE,95,CAN,F,6.0,"Olympiastadion, Stockholm (SWE)",4.07,1149
48,48,10.18,0.1,Akani SIMBINE,93,RSA,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,1145
49,49,10.18,-0.4,Rohan BROWNING,97,AUS,F,6.0,"Letzigrund, Zürich (SUI)",9.09,1147
50,50,10.19,-0.8,Marvin BRACY-WILLIAMS,93,USA,F,7.0,"Olympiastadion, Stockholm (SWE)",4.07,1146
51,51,10.19,0.7,Jimmy VICAUT,92,FRA,F,4.0,"Stade Charléty, Paris (FRA)",28.08,1142
52,52,10.19,0.2,Julian FORTE,93,JAM,F,3.0,"Stadio Quercia, Rovereto (ITA)",31.08,1142
53,53,10.19,0.1,Mouhamadou FALL,92,FRA,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,1142
54,54,10.21,0.4,Isiah YOUNG,90,USA,F,7.0,"International Stadium, Gateshead (GBR)",13.07,1135
55,55,10.21,0.4,Adam GEMILI,93,GBR,F,8.0,"International Stadium, Gateshead (GBR)",13.07,1135
56,56,10.21,0.7,Julian FORTE,93,JAM,F,5.0,"Stade Charléty, Paris (FRA)",28.08,1135
57,57,10.22,0.2,William REAIS,99,SUI,F,4.0,"Stadion Wankdorf, Bern (SUI)",21.08,1132
58,58,10.22,0.7,Méba Mickaël ZEZE,94,FRA,F,6.0,"Stade Charléty, Paris (FRA)",28.08,1132
59,59,10.23,-0.4,Michael RODGERS,85,USA,F,7.0,"Letzigrund, Zürich (SUI)",9.09,1130
60,60,10.24,0.2,Ricky PETRUCCIANI,0,SUI,F,5.0,"Stadion Wankdorf, Bern (SUI)",21.08,1125
61,61,10.25,-0.1,Michael RODGERS,85,USA,F,5.0,"Stadio Luigi Ridolfi, Firenze (ITA)",10.06,1122
62,62,10.25,0.2,Silvan WICKI,95,SUI,F,6.0,"Stadion Wankdorf, Bern (SUI)",21.08,1122
63,63,10.25,0.2,Rohan BROWNING,97,AUS,F,4.0,"Stadio Quercia, Rovereto (ITA)",31.08,1122
64,64,10.25,-0.4,Silvan WICKI,95,SUI,F,8.0,"Letzigrund, Zürich (SUI)",9.09,1124
65,65,10.25,-0.4,Yupun ABEYKOON,94,SRI,F,9.0,"Letzigrund, Zürich (SUI)",9.09,1124
66,66,10.26,0.9,Mahamat Goubaye YOUSSOUF,98,CHA,F,2.0,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1118
67,67,10.26,0.7,Cejhae GREENE,95,ANT,F,7.0,"Stade Charléty, Paris (FRA)",28.08,1118
68,68,10.29,0.7,Josephus LYLES,98,USA,F,2.0,"International Stadium, Gateshead (GBR)",13.07,1108
69,69,10.31,0.5,Ebrahima CAMARA,96,GAM,F,3.0,"Olympiastadion, Stockholm (SWE)",4.07,1102
70,70,10.31,0.7,Nethaneel MITCHELL-BLAKE,94,GBR,F,3.0,"International Stadium, Gateshead (GBR)",13.07,1102
71,71,10.33,0.7,Andrew ROBERTSON,90,GBR,F,4.0,"International Stadium, Gateshead (GBR)",13.07,1095
72,72,10.34,0.2,Oliver BROMBY,98,GBR,F,7.0,"Stadion Wankdorf, Bern (SUI)",21.08,1092
73,73,10.34,0.1,Arthur CISSÉ,96,CIV,F,8.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,1092
74,74,10.35,-0.1,Arthur CISSÉ,96,CIV,F,6.0,"Stadio Luigi Ridolfi, Firenze (ITA)",10.06,1089
75,75,10.35,0.2,Marvin SCHULTE,99,GER,F,8.0,"Stadion Wankdorf, Bern (SUI)",21.08,1089
76,76,10.37,0.2,Cejhae GREENE,95,ANT,F,5.0,"Stadio Quercia, Rovereto (ITA)",31.08,1082
77,77,10.39,-0.1,Cejhae GREENE,95,ANT,F,7.0,"Stadio Luigi Ridolfi, Firenze (ITA)",10.06,1076
78,78,10.39,0.5,Sean SAFO-ANTWI,90,GHA,F,4.0,"Olympiastadion, Stockholm (SWE)",4.07,1076
79,79,10.39,-0.8,Henrik LARSSON,99,SWE,F,8.0,"Olympiastadion, Stockholm (SWE)",4.07,1080
80,80,10.4,0.7,Tommy RAMDHAN,96,GBR,F,5.0,"International Stadium, Gateshead (GBR)",13.07,1072
81,81,10.43,0.5,Oliver BROMBY,98,GBR,H3,2.0,"Stadion Wankdorf, Bern (SUI)",21.08,1063
82,82,10.43,0.2,Michael RODGERS,85,USA,F,6.0,"Stadio Quercia, Rovereto (ITA)",31.08,1063
83,83,10.44,0.7,Jona EFOLOKO,99,GBR,F,6.0,"International Stadium, Gateshead (GBR)",13.07,1059
84,84,10.46,0.9,Owaab BARROW,1,QAT,F,3.0,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1053
85,85,10.46,-0.1,Jak Ali HARVEY,89,TUR,F,8.0,"Stadio Luigi Ridolfi, Firenze (ITA)",10.06,1053
86,86,10.46,0.5,Thomas JONES,1,SWE,F,5.0,"Olympiastadion, Stockholm (SWE)",4.07,1053
87,87,10.48,0.9,Mahmoud Hafiz IBRAHIM,93,KSA,F,4.0,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1047
88,88,10.48,0.9,Kayhan ÖZER,98,TUR,F,5.0,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1047
89,89,10.48,0.2,Nigel ELLIS,97,JAM,F,7.0,"Stadio Quercia, Rovereto (ITA)",31.08,1047
90,90,10.49,0.7,Oliver BROMBY,98,GBR,F,7.0,"International Stadium, Gateshead (GBR)",13.07,1043
91,91,10.54,0.5,Desmond ROGO,96,SWE,F,6.0,"Olympiastadion, Stockholm (SWE)",4.07,1027
92,92,10.54,0.6,Jerry LECONTE,0,FRA,F,3.0,"Stade Charléty, Paris (FRA)",28.08,1027
93,93,10.54,0.2,Arthur CISSÉ,96,CIV,F,8.0,"Stadio Quercia, Rovereto (ITA)",31.08,1027
94,94,10.58,0.2,Salum Ageze KASHAFALI,93,NOR,F,1.0,"Bislett Stadion, Oslo (NOR)",1.07,1015
95,95,10.59,0.9,Mahamat Zakaria KHALID,2,QAT,F,6.0,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1011
96,96,10.6,0.9,Saeed Othman ALABSI,2,QAT,F,7.0,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,1008
97,97,10.65,0.5,Viktor THOR,0,SWE,F,7.0,"Olympiastadion, Stockholm (SWE)",4.07,993
98,98,10.66,0.5,Odain ROSE,92,SWE,F,8.0,"Olympiastadion, Stockholm (SWE)",4.07,990
99,99,10.68,0.2,Filip BØE,0,NOR,F,2.0,"Bislett Stadion, Oslo (NOR)",1.07,983
100,100,10.68,0.5,Sylvain CHUARD,96,SUI,H3,3.0,"Stadion Wankdorf, Bern (SUI)",21.08,983
101,101,10.7,0.2,Even PETTERSEN,93,NOR,F,3.0,"Bislett Stadion, Oslo (NOR)",1.07,977
102,102,10.72,0.9,Tosin OGUNODE,94,QAT,F,8.0,"Suhaim bin Hamad Stadium, Doha (QAT)",28.05,971
103,103,10.73,0.6,Luca LAURENT,4,BEL,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,968
104,104,10.77,0.2,Øyvind Strømmen KJERPESET,91,NOR,F,4.0,"Bislett Stadion, Oslo (NOR)",1.07,955
105,105,10.78,0.2,Patrick MONGA BIFUKO,96,COD,F,5.0,"Bislett Stadion, Oslo (NOR)",1.07,952
106,106,10.8,0.4,Joshua EICHENBERGER,99,SUI,H2,1.0,"Stadion Wankdorf, Bern (SUI)",21.08,946
107,107,10.8,0.6,Marnix DE PAUW,4,BEL,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,946
108,108,10.83,0.6,Dieter BERGS,5,BEL,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,937
109,109,10.84,0.4,Tomas O'SULLIVAN,2,SUI,H2,2.0,"Stadion Wankdorf, Bern (SUI)",21.08,934
110,110,10.84,0.6,Cédric VERSCHUEREN,4,BEL,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,934
111,111,10.87,0.5,Noah ATTALLA,0,SUI,H3,4.0,"Stadion Wankdorf, Bern (SUI)",21.08,925
112,112,10.94,0.6,Cédric MOTIEH,5,BEL,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,904
113,113,10.95,0.2,Daniel Alejandro JOHNSEN,98,NOR,F,6.0,"Bislett Stadion, Oslo (NOR)",1.07,901
114,114,10.98,0.2,Hallgeir MARTINSEN,89,NOR,F,7.0,"Bislett Stadion, Oslo (NOR)",1.07,892
115,115,10.98,0.6,Johnson CASSEUS,1,FRA,F,4.0,"Stade Charléty, Paris (FRA)",28.08,892
116,116,11.0,0.5,Alan PICHONNAZ,1,SUI,H3,5.0,"Stadion Wankdorf, Bern (SUI)",21.08,886
117,117,11.01,0.6,Jonathan GELIE,99,FRA,F,5.0,"Stade Charléty, Paris (FRA)",28.08,883
118,118,11.07,0.6,Ibrahim CAMARA,4,BEL,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,866
119,119,11.1,0.4,Nico WYSS,2,SUI,H2,3.0,"Stadion Wankdorf, Bern (SUI)",21.08,857
120,120,11.1,0.6,Ibrahim DIALLO,0,FRA,F,6.0,"Stade Charléty, Paris (FRA)",28.08,857
121,121,11.12,0.6,Stijn VAN DER VREKEN,4,BEL,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,851
122,122,11.14,0.4,Matthieu NORMAND,3,SUI,H2,4.0,"Stadion Wankdorf, Bern (SUI)",21.08,845
123,123,11.14,0.6,Senne DE VOS,4,BEL,F,8.0,"Boudewijnstadion, Bruxelles (BEL)",3.09,845
124,124,11.16,0.4,Marc HOFER,5,SUI,H2,5.0,"Stadion Wankdorf, Bern (SUI)",21.08,840
125,125,11.18,0.4,Joel WINTERBERG,2,SUI,H2,6.0,"Stadion Wankdorf, Bern (SUI)",21.08,834
126,126,11.2,0.5,Timo CASTRINI,1,SUI,H3,6.0,"Stadion Wankdorf, Bern (SUI)",21.08,828
127,127,11.21,0.2,Vegard Dragsund SVERD,99,NOR,F,8.0,"Bislett Stadion, Oslo (NOR)",1.07,825
128,128,11.23,0.0,Steven MOMO,3,SUI,H1,1.0,"Stadion Wankdorf, Bern (SUI)",21.08,820
129,129,11.3,0.0,Damian SALZMANN,98,SUI,H1,2.0,"Stadion Wankdorf, Bern (SUI)",21.08,800
130,130,11.43,0.0,Marco LUPARO,98,ARG,H1,3.0,"Stadion Wankdorf, Bern (SUI)",21.08,764
131,131,12.11,0.0,Lukas BEER,2,SUI,H1,6.0,"Stadion Wankdorf, Bern (SUI)",21.08,588
0,0,9.92,-0.2,Fred KERLEY,95,USA,F,1.0,"Stadio Olimpico, Roma (ITA)",9.06,1235
1,1,9.93,-0.2,Trayvon BROMELL,95,USA,F,1.0,"Hayward Field, Eugene, OR (USA)",28.05,1232
2,2,9.94,-0.3,Trayvon BROMELL,95,USA,F,1.0,"Letzigrund, Zürich (SUI)",8.09,1228
3,3,9.95,-0.7,Trayvon BROMELL,95,USA,F,1.0,"Stadion Śląski, Chorzów (POL)",6.08,1228
4,4,9.98,-0.2,Fred KERLEY,95,USA,F,2.0,"Hayward Field, Eugene, OR (USA)",28.05,1214
5,5,10.0,-0.7,Marvin BRACY-WILLIAMS,93,USA,F,2.0,"Stadion Śląski, Chorzów (POL)",6.08,1210
6,6,10.0,-0.7,Ackeem BLAKE,2,JAM,F,3.0,"Stadion Śląski, Chorzów (POL)",6.08,1210
7,7,10.02,-0.5,Akani SIMBINE,93,RSA,F,1.0,"Olympiastadion, Stockholm (SWE)",30.06,1202
8,8,10.04,-0.2,Christian COLEMAN,96,USA,F,3.0,"Hayward Field, Eugene, OR (USA)",28.05,1194
9,9,10.05,-0.2,Noah LYLES,97,USA,F,4.0,"Hayward Field, Eugene, OR (USA)",28.05,1190
10,10,10.05,0.5,Andre DE GRASSE,94,CAN,F,1.0,"Bislett Stadion, Oslo (NOR)",16.06,1189
11,11,10.05,-0.3,Yohan BLAKE,89,JAM,F,2.0,"Letzigrund, Zürich (SUI)",8.09,1190
12,12,10.06,0.5,Reece PRESCOD,96,GBR,F,2.0,"Bislett Stadion, Oslo (NOR)",16.06,1186
13,13,10.06,-0.3,Aaron BROWN,92,CAN,F,3.0,"Letzigrund, Zürich (SUI)",8.09,1187
14,14,10.07,-0.3,Akani SIMBINE,93,RSA,F,4.0,"Letzigrund, Zürich (SUI)",8.09,1183
15,15,10.09,0.5,Akani SIMBINE,93,RSA,F,3.0,"Bislett Stadion, Oslo (NOR)",16.06,1176
16,16,10.12,-0.2,Letsile TEBOGO,3,BOT,F,5.0,"Hayward Field, Eugene, OR (USA)",28.05,1166
17,17,10.13,-0.2,Aaron BROWN,92,CAN,F,1.0,"Alexander Stadium, Birmingham (GBR)",21.05,1163
18,18,10.13,-0.7,Christian COLEMAN,96,USA,F,4.0,"Stadion Śląski, Chorzów (POL)",6.08,1166
19,19,10.13,-0.7,Yohan BLAKE,89,JAM,F,5.0,"Stadion Śląski, Chorzów (POL)",6.08,1166
20,20,10.14,-0.2,Erriyon KNIGHTON,4,USA,F,6.0,"Hayward Field, Eugene, OR (USA)",28.05,1160
21,21,10.14,-0.2,Kyree KING,94,USA,F,2.0,"Stadio Olimpico, Roma (ITA)",9.06,1160
22,22,10.14,-0.7,Elijah HALL,94,USA,F,6.0,"Stadion Śląski, Chorzów (POL)",6.08,1163
23,23,10.14,-0.3,Yupun ABEYKOON,94,SRI,F,5.0,"Letzigrund, Zürich (SUI)",8.09,1160
24,24,10.15,0.5,Benjamin AZAMATI,98,GHA,F,4.0,"Bislett Stadion, Oslo (NOR)",16.06,1155
25,25,10.15,-0.5,Reece PRESCOD,96,GBR,F,2.0,"Olympiastadion, Stockholm (SWE)",30.06,1158
26,26,10.15,-0.7,Abdul Hakim SANI BROWN,99,JPN,F,7.0,"Stadion Śląski, Chorzów (POL)",6.08,1159
27,27,10.16,-0.2,Kyree KING,94,USA,F,7.0,"Hayward Field, Eugene, OR (USA)",28.05,1153
28,28,10.16,0.5,Yupun ABEYKOON,94,SRI,F,5.0,"Bislett Stadion, Oslo (NOR)",16.06,1152
29,29,10.16,-0.3,Reece PRESCOD,96,GBR,F,6.0,"Letzigrund, Zürich (SUI)",8.09,1153
30,30,10.17,-0.2,Cravont CHARLESTON,98,USA,F,3.0,"Stadio Olimpico, Roma (ITA)",9.06,1149
31,31,10.17,-0.2,Nigel ELLIS,97,JAM,F,4.0,"Stadio Olimpico, Roma (ITA)",9.06,1149
32,32,10.18,-0.2,Yohan BLAKE,89,JAM,F,2.0,"Alexander Stadium, Birmingham (GBR)",21.05,1146
33,33,10.18,-0.2,Kenneth BEDNAREK,98,USA,F,8.0,"Hayward Field, Eugene, OR (USA)",28.05,1146
34,34,10.18,0.5,Abdul Hakim SANI BROWN,99,JPN,F,6.0,"Bislett Stadion, Oslo (NOR)",16.06,1145
35,35,10.18,-0.3,Kyree KING,94,USA,F,7.0,"Letzigrund, Zürich (SUI)",8.09,1146
36,36,10.19,-0.5,Jeremiah AZU,1,GBR,F,1.0,"Alexander Stadium, Birmingham (GBR)",21.05,1145
37,37,10.19,-0.5,Jimmy VICAUT,92,FRA,F,3.0,"Olympiastadion, Stockholm (SWE)",30.06,1145
38,38,10.2,-0.2,Jerome BLAKE,95,CAN,F,3.0,"Alexander Stadium, Birmingham (GBR)",21.05,1139
39,39,10.21,-0.2,Andre DE GRASSE,94,CAN,F,9.0,"Hayward Field, Eugene, OR (USA)",28.05,1136
40,40,10.21,-0.5,Yupun ABEYKOON,94,SRI,F,4.0,"Olympiastadion, Stockholm (SWE)",30.06,1138
41,41,10.21,-0.7,Akani SIMBINE,93,RSA,F,8.0,"Stadion Śląski, Chorzów (POL)",6.08,1139
42,42,10.21,-0.3,Andre DE GRASSE,94,CAN,F,8.0,"Letzigrund, Zürich (SUI)",8.09,1136
43,43,10.22,-0.2,Emile ERASMUS,92,RSA,F,5.0,"Stadio Olimpico, Roma (ITA)",9.06,1133
44,44,10.23,-0.5,Aaron BROWN,92,CAN,F,2.0,"Alexander Stadium, Birmingham (GBR)",21.05,1131
45,45,10.24,-0.2,Andre DE GRASSE,94,CAN,F,4.0,"Alexander Stadium, Birmingham (GBR)",21.05,1126
46,46,10.24,-0.5,Mouhamadou FALL,92,FRA,F,5.0,"Olympiastadion, Stockholm (SWE)",30.06,1128
47,47,10.25,-0.2,Chituru ALI,99,ITA,F,6.0,"Stadio Olimpico, Roma (ITA)",9.06,1123
48,48,10.25,-1.6,Benjamin AZAMATI,98,GHA,F,1.0,"Stade Charléty, Paris (FRA)",18.06,1131
49,49,10.28,0.5,Rohan BROWNING,97,AUS,F,7.0,"Bislett Stadion, Oslo (NOR)",16.06,1112
50,50,10.29,-0.2,Michael RODGERS,85,USA,F,7.0,"Stadio Olimpico, Roma (ITA)",9.06,1109
51,51,10.29,-0.7,Kyree KING,94,USA,F,9.0,"Stadion Śląski, Chorzów (POL)",6.08,1112
52,52,10.3,0.5,Ojie EDOBURUN,96,GBR,F,8.0,"Bislett Stadion, Oslo (NOR)",16.06,1105
53,53,10.31,-0.2,Nethaneel MITCHELL-BLAKE,94,GBR,F,5.0,"Alexander Stadium, Birmingham (GBR)",21.05,1103
54,54,10.32,-1.6,Mouhamadou FALL,92,FRA,F,2.0,"Stade Charléty, Paris (FRA)",18.06,1108
55,55,10.34,-1.6,Jimmy VICAUT,92,FRA,F,3.0,"Stade Charléty, Paris (FRA)",18.06,1101
56,56,10.35,-0.2,Isiah YOUNG,90,USA,F,8.0,"Stadio Olimpico, Roma (ITA)",9.06,1090
57,57,10.35,1.1,Elvis AFRIFA,97,NED,F1,1.0,"Bislett Stadion, Oslo (NOR)",16.06,1089
58,58,10.35,-1.6,Aymeric PRIAM,0,FRA,F,4.0,"Stade Charléty, Paris (FRA)",18.06,1098
59,59,10.38,-0.2,Adam GEMILI,93,GBR,F,6.0,"Alexander Stadium, Birmingham (GBR)",21.05,1080
60,60,10.38,-1.6,Henricho BRUINTJIES,93,RSA,F,5.0,"Stade Charléty, Paris (FRA)",18.06,1088
61,61,10.38,-0.5,Joris VAN GOOL,98,NED,F,6.0,"Olympiastadion, Stockholm (SWE)",30.06,1082
62,62,10.38,-0.5,Rohan BROWNING,97,AUS,F,7.0,"Olympiastadion, Stockholm (SWE)",30.06,1082
63,63,10.39,-0.2,Lucas ANSAH-PEPRAH,0,GER,F,9.0,"Stadio Olimpico, Roma (ITA)",9.06,1077
64,64,10.4,-0.5,Henrik LARSSON,99,SWE,F,8.0,"Olympiastadion, Stockholm (SWE)",30.06,1075
65,65,10.44,-0.5,Sam GORDON,94,GBR,F,3.0,"Alexander Stadium, Birmingham (GBR)",21.05,1062
66,66,10.45,-0.5,Adam THOMAS,95,GBR,F,4.0,"Alexander Stadium, Birmingham (GBR)",21.05,1059
67,67,10.45,-1.6,Sean SAFO-ANTWI,90,GHA,F,6.0,"Stade Charléty, Paris (FRA)",18.06,1065
68,68,10.46,1.1,Jacob VAULA,1,NOR,F1,2.0,"Bislett Stadion, Oslo (NOR)",16.06,1053
69,69,10.47,-0.5,Taymir BURNET,92,NED,F,5.0,"Alexander Stadium, Birmingham (GBR)",21.05,1053
70,70,10.47,-0.5,Brendon RODNEY,92,CAN,F,6.0,"Alexander Stadium, Birmingham (GBR)",21.05,1053
71,71,10.49,-0.5,Xavi MO-AJOK,2,NED,F,7.0,"Alexander Stadium, Birmingham (GBR)",21.05,1046
72,72,10.52,-1.6,Hassan TAFTIAN,93,IRI,F,7.0,"Stade Charléty, Paris (FRA)",18.06,1043
73,73,10.58,-0.5,Joris VAN GOOL,98,NED,F,8.0,"Alexander Stadium, Birmingham (GBR)",21.05,1018
74,74,10.62,-1.6,Jeff ERIUS,4,FRA,F,8.0,"Stade Charléty, Paris (FRA)",18.06,1011
75,75,10.63,-0.5,Dewi HAMMOND,94,GBR,F,9.0,"Alexander Stadium, Birmingham (GBR)",21.05,1002
76,76,10.65,-0.2,Reece PRESCOD,96,GBR,F,7.0,"Alexander Stadium, Birmingham (GBR)",21.05,994
77,77,10.65,1.1,Edem AGBO,99,NOR,F1,3.0,"Bislett Stadion, Oslo (NOR)",16.06,993
78,78,10.67,0.3,Jørgen EVENSEN LUND,3,NOR,F2,1.0,"Bislett Stadion, Oslo (NOR)",16.06,986
79,79,10.69,1.1,Sondre Faugstad AMUNDSEN,98,NOR,F1,4.0,"Bislett Stadion, Oslo (NOR)",16.06,980
80,80,10.76,0.6,Dieter BERGS,5,BEL,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",2.09,959
81,81,10.78,1.1,Sondre Lindaas GJESDAL,98,NOR,F1,5.0,"Bislett Stadion, Oslo (NOR)",16.06,952
82,82,10.84,0.3,Valentin JENSEN,5,DEN,F2,2.0,"Bislett Stadion, Oslo (NOR)",16.06,934
83,83,10.91,0.3,Einar RYE,1,NOR,F2,3.0,"Bislett Stadion, Oslo (NOR)",16.06,913
84,84,10.94,0.3,Sondre Matias KUI RUDI,0,NOR,F2,4.0,"Bislett Stadion, Oslo (NOR)",16.06,904
85,85,10.98,0.3,Johannes STEINSLAND GULBRANDSE LUNDE,3,NOR,F2,5.0,"Bislett Stadion, Oslo (NOR)",16.06,892
86,86,10.99,0.6,Cédric MOTIEH,5,BEL,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",2.09,889
87,87,11.06,0.6,Némo RASE,5,BEL,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",2.09,869
88,88,11.08,0.3,Sander WERGE NILSEN,3,NOR,F2,6.0,"Bislett Stadion, Oslo (NOR)",16.06,863
89,89,11.08,0.3,Vegard Dragsund SVERD,99,NOR,F2,7.0,"Bislett Stadion, Oslo (NOR)",16.06,863
90,90,11.1,0.4,Gaetano BARONE,81,ITA,F,1.0,"Stadio Olimpico, Roma (ITA)",9.06,857
91,91,11.11,0.3,Christian MENSAH,96,NOR,F2,8.0,"Bislett Stadion, Oslo (NOR)",16.06,854
92,92,11.12,1.1,Sander STEEN MYRVANG,0,NOR,F1,6.0,"Bislett Stadion, Oslo (NOR)",16.06,851
93,93,11.17,0.6,Jarno TORCK,5,BEL,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",2.09,837
94,94,11.25,0.6,Maric LECHANTRE,5,BEL,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",2.09,814
95,95,11.35,0.1,Warre DE PAUW,3,BEL,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",2.09,786
96,96,11.43,0.6,Joshua LO BIANCO,5,BEL,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",2.09,764
0,0,9.92,-0.2,Fred KERLEY,95,USA,F,1.0,"Stadio Olimpico, Roma (ITA)",9.06,1235
1,1,9.93,-0.2,Trayvon BROMELL,95,USA,F,1.0,"Hayward Field, Eugene, OR (USA)",28.05,1232
2,2,9.94,-0.3,Trayvon BROMELL,95,USA,F,1.0,"Letzigrund, Zürich (SUI)",8.09,1228
3,3,9.95,-0.7,Trayvon BROMELL,95,USA,F,1.0,"Stadion Śląski, Chorzów (POL)",6.08,1228
4,4,9.98,-0.2,Fred KERLEY,95,USA,F,2.0,"Hayward Field, Eugene, OR (USA)",28.05,1214
5,5,10.0,-0.7,Marvin BRACY-WILLIAMS,93,USA,F,2.0,"Stadion Śląski, Chorzów (POL)",6.08,1210
6,6,10.0,-0.7,Ackeem BLAKE,2,JAM,F,3.0,"Stadion Śląski, Chorzów (POL)",6.08,1210
7,7,10.02,-0.5,Akani SIMBINE,93,RSA,F,1.0,"Olympiastadion, Stockholm (SWE)",30.06,1202
8,8,10.04,-0.2,Christian COLEMAN,96,USA,F,3.0,"Hayward Field, Eugene, OR (USA)",28.05,1194
9,9,10.05,-0.2,Noah LYLES,97,USA,F,4.0,"Hayward Field, Eugene, OR (USA)",28.05,1190
10,10,10.05,0.5,Andre DE GRASSE,94,CAN,F,1.0,"Bislett Stadion, Oslo (NOR)",16.06,1189
11,11,10.05,-0.3,Yohan BLAKE,89,JAM,F,2.0,"Letzigrund, Zürich (SUI)",8.09,1190
12,12,10.06,0.5,Reece PRESCOD,96,GBR,F,2.0,"Bislett Stadion, Oslo (NOR)",16.06,1186
13,13,10.06,-0.3,Aaron BROWN,92,CAN,F,3.0,"Letzigrund, Zürich (SUI)",8.09,1187
14,14,10.07,-0.3,Akani SIMBINE,93,RSA,F,4.0,"Letzigrund, Zürich (SUI)",8.09,1183
15,15,10.09,0.5,Akani SIMBINE,93,RSA,F,3.0,"Bislett Stadion, Oslo (NOR)",16.06,1176
16,16,10.12,-0.2,Letsile TEBOGO,3,BOT,F,5.0,"Hayward Field, Eugene, OR (USA)",28.05,1166
17,17,10.13,-0.2,Aaron BROWN,92,CAN,F,1.0,"Alexander Stadium, Birmingham (GBR)",21.05,1163
18,18,10.13,-0.7,Christian COLEMAN,96,USA,F,4.0,"Stadion Śląski, Chorzów (POL)",6.08,1166
19,19,10.13,-0.7,Yohan BLAKE,89,JAM,F,5.0,"Stadion Śląski, Chorzów (POL)",6.08,1166
20,20,10.14,-0.2,Erriyon KNIGHTON,4,USA,F,6.0,"Hayward Field, Eugene, OR (USA)",28.05,1160
21,21,10.14,-0.2,Kyree KING,94,USA,F,2.0,"Stadio Olimpico, Roma (ITA)",9.06,1160
22,22,10.14,-0.7,Elijah HALL,94,USA,F,6.0,"Stadion Śląski, Chorzów (POL)",6.08,1163
23,23,10.14,-0.3,Yupun ABEYKOON,94,SRI,F,5.0,"Letzigrund, Zürich (SUI)",8.09,1160
24,24,10.15,0.5,Benjamin AZAMATI,98,GHA,F,4.0,"Bislett Stadion, Oslo (NOR)",16.06,1155
25,25,10.15,-0.5,Reece PRESCOD,96,GBR,F,2.0,"Olympiastadion, Stockholm (SWE)",30.06,1158
26,26,10.15,-0.7,Abdul Hakim SANI BROWN,99,JPN,F,7.0,"Stadion Śląski, Chorzów (POL)",6.08,1159
27,27,10.16,-0.2,Kyree KING,94,USA,F,7.0,"Hayward Field, Eugene, OR (USA)",28.05,1153
28,28,10.16,0.5,Yupun ABEYKOON,94,SRI,F,5.0,"Bislett Stadion, Oslo (NOR)",16.06,1152
